-0:12	とみさたん	
1:16:08	かめ	全部嘘
1:16:08	あまたのぼぶ太郎	草
1:16:08	梅蜥蜴	草
1:16:08	ヤマノ	草
1:16:08	りりここ	草
1:16:08	7 00	リア狂じゃん
1:16:08	目目	推理ミスか...
1:16:08	ぐるぐる回線の指原	草
1:16:09	ヤミツキ	草
1:16:09	るーるるあきまる	草
1:16:09	シマシマ	リア狂やぁ…
1:16:10	よるめし	リア狂
1:16:10	うま	笹木がかわいそうだったなぁ
1:16:10	野菜ユリ	草
1:16:10	false 9	狂人やん
1:16:11	あかひな	深読み侍やったんやな
1:16:11	はんぺん	お、おう・・
1:16:12	好々爺	草
1:16:12	橘涼波	勘違いｗ
1:16:13	榎だよ	草
1:16:13	小倉宏典	シンプルミス
1:16:13	SPARTACUS	草
1:16:13	茶カテキン	賢いのにポン
1:16:13	博多の塩	草
1:16:13	ポンD	リア狂ｗ
1:16:13	かずき	草
1:16:14	まやね	狩人はかまれてたとしてもいるムーブは大事だからな
1:16:14	さんび	村人だからしゃーない
1:16:14	sora	草
1:16:14	でぶたま	確定ではないよ
1:16:14	GNOME【ノーム】	草
1:16:15	Balloon 1227	迷推理
1:16:15	niwakon .F	草
1:16:15	あおいさん	草
1:16:15	。ゆり	しゃーないね
1:16:15	さちるの	草
1:16:15	AD KK	草
1:16:15	ねこんねこの	草
1:16:15	TARI	天然だった
1:16:15	モミホッグ中将	草
1:16:16	yuki	草
1:16:16	Nicojin	草
1:16:16	ななな	リア狂しちゃったか
1:16:17	プリッツトッポ	草
1:16:18	kaniko	やめてあげてよ！！！！
1:16:18	彼岸ノイド	草
1:16:18	時計	笹木ってだれ？笑
1:16:19	いつの間にかFCLになっていた男	草
1:16:19	お犬様	すげ
1:16:19	Deagletworks	ただのプレミ
1:16:19	えのぐ玉	草
1:16:20	シヴァル	草
1:16:20	みんじゅ	草
1:16:20	あんどりゅー	草
1:16:20	たべっちかにっち	でもフェアリスもめっちゃ賢かったな
1:16:20	Yian Garuga	草
1:16:20	母上	草
1:16:20	Zui Zui	草
1:16:20	サブロー	草
1:16:21	不明主任	リア狂やん
1:16:21	サボりの	草
1:16:21	ヒヨロシ	草
1:16:22	マツリカ	草
1:16:23	麻婆茄子	草
1:16:23	i h	草
1:16:24	えい	草
1:16:24	止雨	草
1:16:24	こゆ	草
1:16:24	mori森	草
1:16:24	夕映	草
1:16:25	らいの	草
1:16:25	*タタミ	草
1:16:25	みなせかなで	草
1:16:26	yuzuha ୨୧	草
1:16:26	negi	草
1:16:26	アミバジャギ	草
1:16:27	たらこかにタラバガニ	不憫
1:16:27	たべっちかにっち	それはそう
1:16:28	よモぎ	草
1:16:28	sora	草
1:16:29	松竹梅	笹木笑
1:16:29	たまもん	草
1:16:30	巴ジャギ	まぁそこだよな
1:16:30	けちゃ	草
1:16:30	稀紗	草
1:16:30	山燕	一人で頑張ったよ
1:16:30	しゃめり	草
1:16:31	らぷとん	草
1:16:31	チバニアン	草
1:16:31	SAN 5	草
1:16:32	よーな	草
1:16:32	山菓子	草
1:16:32	レベッカ	リア狂さぁ
1:16:33	りむる	草
1:16:33	「び」の骨頂	草
1:16:33	奏音	草
1:16:34	モグ	草
1:16:34	ふぅみぃだよ	居たの？笑
1:16:35	REO	リア狂人狼面白いな
1:16:35	コノハ	それなー
1:16:35	空	草
1:16:36	シオヤ	しゃーないよくがんばったしぃしぃ
1:16:36	もちこめこ	草
1:16:36	カイ	運が悪すぎたな人狼側
1:16:36	洛水佑馬	草
1:16:37	青のバーサーカー	草
1:16:37	:re 173	草
1:16:38	朱夢ayame	草
1:16:40	siro yoshida	それなー
1:16:41	みさんこ	草
1:16:41	零月夜	日頃の行い
1:16:42	パルパル	巴さんは的確に黒に投票してたね(笑)
1:16:42	梶田纏	それな
1:16:42	あり寄りのなし	あれ、笹木このゲームいたの
1:16:42	ぷりん#凛fam	おかげでしぃしぃ光ってた
1:16:42	DonKiti5121	本当にねｗ
1:16:42	? Ryuki	笹木初手吊りは伝統やからね
1:16:42	チリチリ	しぃしぃまじで頑張ったな
1:16:42	field ster	草
1:16:43	サモトラケニケ	白雪さんはそうだよね
1:16:44	Schwarz Clive	おもろい
1:16:45	熊五郎.	笹木生きてたら勝ってたな
1:16:45	さんび	真占いだもん
1:16:45	山田さん	グレランはまあｗ
1:16:46	tAiPi	善戦したよしぃしぃ
1:16:46	陽	不憫
1:16:46	ユーヒ	しぃしぃ本当がんばった！
1:16:46	あきカレー	笹
1:16:46	りょ〜ちん	笹木の話しようぜ
1:16:46	アストラーデリュリュイア	よく生きのこったよマジで
1:16:47	tete	笹木ぃ！！！
1:16:47	t takasi	取りあえず笹入れとけ感
1:16:47	basil	しぃしぃ頑張った
1:16:47	アマグモ	しぃしぃつよ！
1:16:47	ざんまいTF	それな
1:16:47	タロット	草
1:16:47	marin	草
1:16:47	トトト	笹木はキャラで吊られてそうで不憫だよな
1:16:48	UyuNo	笹木は不憫
1:16:48	狸猫	乗っかりかたが雑
1:16:48	青緑	笹木は秒やよ～
1:16:48	MyMoJJ	笹
1:16:49	ぼんじゅ	しぃしぃがんばった
1:16:49	河野通有	笹木さん、次は頑張ってくれ！
1:16:49	ちよう09	逆に良く最後まで１人で戦ったの凄かった
1:16:49	渋谷乃々	便乗投票は黒っぽいっちゃ黒っぽい
1:16:49	ガリレオ	ほんとすごい
1:16:49	DKYM	一人でよう頑張った
1:16:50	ななな	しぃしぃも一人でよくやった
1:16:50	りくリク	あーw
1:16:50	Fu ry ひゅーりー	あらまあ
1:16:50	nn fu	笹木の不憫はさすがだ…
1:16:50	yuki	笹木はもうダメだｗ
1:16:50	メロンソーダ8号	笹木不憫だったなあｗ
1:16:51	のりおくん	笹木粘ってたら勝てたなｗ
1:16:51	しましま	初日にぶち抜かれてしまったのは仕方ない
1:16:51	黒霧くろくま	だいぶ頑張った
1:16:52	よみかえる	ショニカス担当だからな
1:16:52	緑茶	草
1:16:52	ななやん	主体性がなさすぎた笹木不破
1:16:52	miu	しぃしぃがんばったね
1:16:53	天音	なんで叶逆に入れたんだろ
1:16:53	お犬様	巴さん上手かった
1:16:54	硫さん	先輩持ち上げてて草
1:16:54	nanao	笹木が悪いよ笹木が
1:16:54	すまんも	不憫
1:16:55	明日invader	アンジュ釣れないよ狂人は
1:16:55	タオル	あれはしょうがない
1:16:56	わこ	しぃしぃうまかった
1:16:56	タスクだんちょー	草
1:16:56	湿ったチワワァ	草
1:16:56	スラ	さくゆいはなかった・・・
1:16:57	Neco-dog	粘ったな～
1:16:57	井田いつき	草
1:16:57	-まつきた	笹木の不憫と椎名の豪運見えたな
1:16:57	きもちおしえて	すげえ草
1:16:57	ふじやアキト	初日グレランはわからんよな
1:16:57	swwwtwwwk	がんばったねしいしい
1:16:57	トマト太郎	佐々木がプレミ草
1:16:57	チキケミ	しゃーない
1:16:57	ギーマ	あれはしゃーない
1:16:57	えい	いやー面白かった
1:16:58	1253 went	良い巻き返しだった
1:16:59	朱鷺老師	6万人見てるの草
1:16:59	ZIG	初日はしゃーない
1:16:59	一ノ瀬奏	しぃしぃよく頑張った
1:16:59	犬養毅	二択まで持ち込んだのはデカかった
1:16:59	りお_	一人で最終決戦までもっていけたのはすごいわ
1:16:59	ちろり	しぃしぃ強かった…
1:17:00	&Ryu	ほぼ一人でよう立ち回ったわ
1:17:00	黒犬/kuroinu	初日吊られから残ったのすごいな
1:17:00	燃焼系アイス	笹
1:17:00	アウエル	初日はしょうがないよなぁ
1:17:00	一般通過タヌキ	あれはしゃーない
1:17:01	じゃっくさん	しいしいは大健闘！！
1:17:02	mol	巴さんはいいヘイト買い
1:17:03	羅燃好[らもす]	あれはしゃーない
1:17:03	愛に生きる	あれはしゃーないと思うｗ
1:17:03	山燕	結果的にはベストバウトレベル
1:17:03	犬井遊	初日被せると思わないよな
1:17:03	Winder Tundra	便乗の笹木
1:17:03	ヤミツキ	しぃしぃ頑張った
1:17:03	うー!にゃー!	名局だったね
1:17:04	玉の緒	あれはしゃーない
1:17:04	上やんっ!	よう頑張ったなあ
1:17:04	。伽羅	巴さん可愛い
1:17:04	account creat	初日は分からんて
1:17:05	コエビfrom Ambergraph	アンジュ指名された時マジでヤバかったわ
1:17:05	失われた尊厳	笹木が悪いよ笹木が
1:17:05	おおおおおお	トドメ刺しちゃったな
1:17:05	のりぞう。	ご主人吊り
1:17:06	sho ma	相方初日に死んだ割にしぃしぃ凄かったよね
1:17:06	ku rage	一回戦なのに激アツやん
1:17:07	。ラグ	ドンマイ
1:17:07	ASH	草
1:17:07	subesube boy	椎名の天開噛みはどうして？
1:17:07	あまてらす	あーw
1:17:07	微声インコ	白雪さん良かったけどなあ
1:17:07	とっとこ冬花	すごい
1:17:07	諸葛亮	霊能が黒確しなければよかったんだけどね
1:17:07	ezoRig	巴さんよかったですよ！
1:17:08	どみどみ	順番も悪かったね
1:17:08	ぽんぽこぽん	いやーグウェル頑張ったね
1:17:08	sut	まあこれはしゃあないなww
1:17:09	ノーマット	笹木は嫌われている
1:17:09	#部室	良く粘ったよなしぃしぃ
1:17:09	砂茶	アンジュ吊れとけば全く違う展開なったな
1:17:09	ゆーい	みんな上手かった
1:17:09	kaniko	面白かった！
1:17:09	れれ	狂人むずいなあ
1:17:10	アマド	不運
1:17:10	ネズミパンダ	狂人難しいね
1:17:11	吉高	初手アンジュ吊りならワンチャンあったかもな
1:17:11	ヒヨロシ	あれはしょうがない
1:17:11	AIKE	それなあ！！
1:17:12	Daisuke I	笹木のせいだよ
1:17:12	スマイル	2日目でいきなり勝敗決める選択だからキツいｗ
1:17:12	しんと	狼わからんもんなぁ
1:17:12	こしぼね	草
1:17:12	鴛鴦。	笹木この試合出てたのかよｗ
1:17:12	Ronginusu	しぃしぃ凄かった
1:17:12	いぶきち	巴さんはしゃーない
1:17:13	夜更かしワトソン	フェアリス感で行動しすぎかな．.
1:17:13	吾妻巧	笹木の被せが大きかった
1:17:13	ゆうゆう	しぃしぃの豪運でカバーできない笹木の不憫
1:17:13	t	それでよくここまで来たな
1:17:13	マリスステラ	確かにｗｗ
1:17:14	葛原かるま	すげぇよな
1:17:14	橘ヒナコ	初日はしょうがない
1:17:14	Dansyaku ToFoo	巴さんはしゃーない。あれが狂人として最適解だった
1:17:14	クラウン	64分の1はしゃーない
1:17:15	スーパーアロイ進捗七割	しぃしぃ一人でがんばっとった
1:17:15	マーチ	すごい率
1:17:15	あづき	面白かった
1:17:15	#アンモイナト	ふわっち巴さんとしぃしぃ当たってたんか
1:17:15	यम अवतार	真っ白トモエ
1:17:15	クロモノ	逆にライン作らなかったよね
1:17:16	mosh	こんだけ不利な条件からよく頑張った
1:17:16	マツリカ	巴さん目線だと何もわからないからあれは仕方ないｗ
1:17:16	りりここ	草
1:17:17	kbf kbf	は？
1:17:17	y梅	草
1:17:17	どだぜろ	面白かった
1:17:17	Ria Shimotsuki	初日はドンマイ
1:17:18	ハルン.	草
1:17:18	ちゃと	草
1:17:18	のぞみーる	まっさらなかなえはあかんかったな
1:17:18	月海	草
1:17:18	めぽ。	草
1:17:18	たれぐま,	それで最後まで行ったしぃしぃもすごい
1:17:18	みや	草
1:17:18	腐蜜柑	草
1:17:18	虚モ_	草
1:17:18	えんがわおいしいよね	草
1:17:19	wa	しぃしぃは頑張った
1:17:19	Raich i	しぃしぃは潜伏が強かったからその点は良かった
1:17:19	ヘィヴンダックス	葛葉何言ってんの
1:17:19	あつぽん.	しぃしぃがすごかった
1:17:20	大和けい	あの被りは凄かった
1:17:20	ユーグ	草
1:17:20	トリハダ	すごいんしょｗ
1:17:20	路面電車	薄いやついるな笑
1:17:22	ぽたこ。	草
1:17:22	伊達成実	初日COは上手かった
1:17:22	「覇道」の頂シュラ・ベートーベン	ヴァンプさん怪しくね？
1:17:23	あっと	いい試合だった
1:17:23	みしろくん	しゃーない
1:17:23	Soyukke	草
1:17:23	FAF厚生局一般職員	結果すごいいい勝負だったなｗ
1:17:23	山田さん	なんだそれｗ
1:17:24	しらゆき*	笹木はもうちょい考えて入れれば良かったんよ
1:17:24	きい	みんながんばった！
1:17:25	marine	一人ボケてる？
1:17:25	よモぎ	草
1:17:26	ぴえん	すごいな
1:17:26	ねこちゃん	すっご
1:17:26	椿。	草
1:17:26	zaqo 4523	草
1:17:26	マーボー	草
1:17:27	チバニアン	アンジュ傷跡残してけっ！
1:17:27	羽琉_uru	草
1:17:27	tx63	面白いゲームだった
1:17:28	スラ	しかもそれが霊能ってやばい
1:17:29	すろ	草
1:17:29	KRAKEN	何がだよｗ
1:17:30	ギギ	いい試合だったなあ〜〜
1:17:30	Tomoto K	大天使叶
1:17:30	あ ヴぃを	草
1:17:30	BIO-C MIKI	不破が二人...?
1:17:31	ちっちゃいちちゃちょ	2
1:17:31	ネギカモくん	いや、おもしろかったね
1:17:31	鉄の塊	面白かった
1:17:32	無味	純朴か？
1:17:32	【 t o m o e 】	いやあすごい
1:17:33	Haru Winterborn	面白かった
1:17:33	ウオッカV	初日が一番いろいろあったな
1:17:34	miya	そういえば笹木は伝説のパン屋対抗があったな
1:17:35	むみぃ	おもしれー
1:17:35	Nari	でも占い被りも中々毒になってた
1:17:35	ぽぽ	面白かった！
1:17:36	アキパン	いい試合だったなあ
1:17:36	にゃり	葛葉しゃべれてるのえらい！！
1:17:36	リーバル	葛葉常にフワフワしてて草
1:17:36	ニコフ	一人バカおるな
1:17:36	ネコォ	一試合目から面白かった
1:17:37	山燕	次は隠しか
1:17:37	白沙木	なんかすごいんしょそれ
1:17:37	わ。	かなかなが真っ白なのがやばかったね
1:17:37	syo	1回目からあついなぁ
1:17:37	たべっちかにっち	さすグウェル
1:17:37	オトスケ	これは名試合
1:17:37	supi	1戦で60分越えか
1:17:37	鈴河凛々兎	熱かった
1:17:38	いわ	よかった
1:17:39	やきとり	一戦目やば
1:17:39	月宮	狂人結構難しいな...
1:17:39	玉の緒	ダブルミラクルやった
1:17:39	toma a	かわいいなくずは
1:17:40	上やんっ!	これは熱かった
1:17:40	Virtualキーさん	2戦目は役職公開無し？
1:17:40	かるぼん	いや面白いなこれ
1:17:41	零鳴	ンジュも大活躍やったね
1:17:41	Bぐる	クッソ適当で草
1:17:41	餅月あんこ	いやーおもろい
1:17:43	Bravo Super	役職かくしていいかもな
1:17:43	K kai	これも人狼
1:17:43	ya ho	めちゃくちゃいい試合だった
1:17:44	N氏	早くやりたい笹木ｗ
1:17:44	y y	これから二戦目か
1:17:44	よんえの	面白いな
1:17:44	ぷーたろう	グウェルもおつかれやで
1:17:44	いちご大福	笹木おったん？
1:17:44	名前で会話することもある猫	ここじゃああまり霊能いらんかもなぁ・・・進行って感じでもないし
1:17:44	かめ	笹木の被せがなぁw
1:17:44	Iceman	面白い
1:17:45	_ MIZUKI	投票一斉公開にしたほうがいいと思うけど
1:17:45	ぱんさん	グウェルありがとう
1:17:45	かめ	草
1:17:45	葛原かるま	葛葉ｗ
1:17:45	To Shi	グウェル
1:17:45	めんとす	葛葉
1:17:45	ジュジュジュ猫	しぃしぃ凄いわぁ
1:17:45	ギジー	笹木もっかい人狼たのまい
1:17:46	直樹カナン	頑張ったよしぃしぃ
1:17:46	黄昏ロナウド	草
1:17:46	ぱいなぽー	クロノワ見たいな
1:17:46	榎だよ	👏👏👏👏
1:17:47	basil	えっ
1:17:47	BLUE 350	面白かったわ！
1:17:48	焼鱈	草
1:17:49	ありゅ	草
1:17:49	アゴかもしれない	おもしろかった
1:17:49	めぽ。	草
1:17:49	KEN	一試合目おもしろかったー
1:17:49	硫さん	狩人の明確に守る対象が出来たのが良かったな
1:17:50	なかむしか	草
1:17:51	井田いつき	次は見えないほうがいいなー
1:17:51	あまたのぼぶ太郎	草
1:17:51	wa	次は非公開でいこう
1:17:51	munekuni	草
1:17:52	うすしおコンソメ味	一戦１時間したんか
1:17:52	らけとんけーどめん	草
1:17:53	アクセル	かなかなが人狼になった時が怖いな
1:17:53	ガリレオ	えぇ…
1:17:54	SEITO COD	草
1:17:54	Soyukke	おもしれえ
1:17:55	y k Lv.20	草
1:17:55	Ito nemushi	草
1:17:55	砂糖氷砂糖	草
1:17:55	トムトムプリン	もう1時間半じゃん
1:17:56	YUNA SHIINA	えっ？
1:17:56	ぺょんて	草
1:17:56	サボりの	草
1:17:56	Sia	草
1:17:56	橘ヒナコ	ほんと面白い
1:17:56	まんゆー	一戦目からすごかった
1:17:56	ONE STAR	草
1:17:57	いぶきち	形から入るやつや
1:17:57	吹雪れいるんっ!!	草
1:17:57	飽き性	草
1:17:57	おおおおおお	草
1:17:58	しーくん	おもろいなー
1:17:58	らく	草
1:17:58	足裏イヌネコ	とりあえず
1:17:58	みーと	草
1:17:59	DonKiti5121	2戦目も楽しみ
1:17:59	つゆ	草
1:17:59	Ri Mata	草
1:18:00	ラーメン牛乳	次から本番か
1:18:01	あかひな	整理しやすくなるしええな
1:18:01	Paper Tiger	椎名がんばった
1:18:01	舌噛み雀	草
1:18:02	amukatJPN	インテリっぽくなるよ！
1:18:02	BIO-C MIKI	それっぽくｗ
1:18:03	爽花	草
1:18:03	*ひつじ	それっぽくなるよｗｗ
1:18:03	佐藤saba	次も役職公開すんの？
1:18:03	洵/じゅん	草
1:18:03	_らあこ	楽しみ
1:18:04	はつき	草
1:18:04	7 00	1
1:18:04	Jump Around	１戦目面白かった
1:18:04	大和けい	草
1:18:04	へでら	だしとけばかっこいい
1:18:05	すずやん	草
1:18:05	。めう	しぃしぃもファインプレー
1:18:05	ブーランジェ将軍	葛葉人狼引いたらわかりやすそう
1:18:05	墓のセイ	１戦目から楽しすぎる
1:18:06	ぺねろぺ	グウェル上手いからもうちょいハッキリ喋ってほしいな
1:18:06	一夜朔夜	次は非公開がいいな
1:18:07	tyan kawai	グウェルよーやっとる
1:18:07	サクサクピヨ	アンジュの方が印象薄かったな
1:18:08	山燕	あほあほ人狼、笹木葛葉
1:18:09	ぽちゃこ。	草
1:18:10	睡眠の重要性	うまぶりメモ帳
1:18:10	くれあ・あるしぇふぃーるどClaire Alsheffield	賢そうに見えるww
1:18:10	川原太一	アホや
1:18:10	ネル	カナカナの黒陣営みたいｗ
1:18:10	わ。	くろのわ狼見たいなぁ
1:18:10	ベーコンチーズバーガー	笹木書くことあったか
1:18:10	*タタミ	草
1:18:11	sho ma	やっぱりしぃしぃ人狼上手いな
1:18:11	ゆいたぴ	へえ
1:18:11	arts 01	マジで葛葉人狼知らないのか
1:18:11	ただの小エビです	頑張れ葛葉
1:18:12	000ハルカ	かなかな人狼みたいな
1:18:12	あるつ	葛葉が完全理解したら絶対おもろい
1:18:12	カイ	役職非公開でお願い！！
1:18:12	ちゃかげ	次も役職みせるの？
1:18:12	Sフォルモント	つことる？
1:18:12	yasu fuji	ファッションメモ帳
1:18:12	great fullでぃず。	すげえ
1:18:12	クロノ	出すとカッコいい！(重要)
1:18:13	虚モ_	叶人狼とかこわいな
1:18:13	玉の緒	笑う
1:18:13	引退侍	グウェルGMいいなぁ
1:18:13	m o	同接えぐ
1:18:13	えんがわおいしいよね	草
1:18:13	ぷっちょ君	葛葉は電卓持っとけ
1:18:14	Eleonore :	そういえばグウェル11万人おめ
1:18:14	tatsu/りんごん	あるよな
1:18:14	Raich i	対抗の白先が霊能確定なら巴様の死ぬムーブは強かったぞぃ！
1:18:14	niwakon .F	草
1:18:14	吉高	笹木人狼リベンジきてほしいなぁ
1:18:15	腐蜜柑	草
1:18:15	ホージロザメ	草
1:18:16	冬海	草
1:18:16	るーるるあきまる	くさ
1:18:16	ささき	草
1:18:16	モキシワタ	草
1:18:17	nz 428	メモ帳
1:18:17	ねこんねこの	草
1:18:17	ぬめ	草
1:18:18	A	かなかな人狼きたら怖いなあ
1:18:18	しょうどう	そんなのあるんだ
1:18:18	一般スベスベマンジュウガニ	無限に見てたいですけど
1:18:19	シマシマ	草
1:18:19	トマト太郎	葛葉の人狼逆にみたい
1:18:19	なくく	noteじゃん
1:18:19	田中太郎[鳥羽]	テキストドキュメント
1:18:20	小笠原きむのすけ	アナログかなかな
1:18:21	まほちゃ	草
1:18:21	ななり	草
1:18:22	SAN 5	草
1:18:22	おもち	かなかなよっぽどの事ないと2日目占われるだろうな
1:18:22	yura temu	俺はメモ帳でいく
1:18:22	みずゆきありす	テキストドキュメントすき
1:18:22	うさにゃん・w・	すご
1:18:22	リクヤ	ほえー
1:18:23	あぺけーき	草
1:18:23	えびまる	葛葉脳みそかよ
1:18:23	Neco-dog	っぱメモ帳よ
1:18:23	フルカネルリ	かなかな黒になったら怖いな
1:18:24	かか	一斉投票で良くね？
1:18:24	キルハラ・w・	脳みそ
1:18:24	himoma	草
1:18:24	ゆーろいど	.txt
1:18:24	パン大臣	.txt
1:18:25	心刃	あるある
1:18:25	奏	そんなんあるんか！！
1:18:25	ベルジュ	草
1:18:26	み	かなかなｗ
1:18:26	Limelight[ライムライト]	.txt
1:18:28	しましま	草
1:18:28	nanao	手書きメモ最強やぞ
1:18:29	江槌泥濘	草
1:18:29	するめいか	脳ミソドキュメントか
1:18:29	ちくわの軸	使ってんねえ
1:18:30	上やんっ!	かなかなすごいな
1:18:30	牛乳	メモ丁はゆうのう
1:18:30	谷友	脳みそ白紙かよｗ
1:18:30	ネ右	かわいい
1:18:30	karen火蓮	笹木葛葉の狼は笑うしかない
1:18:31	ひな	葛葉の俺脳みそすこ
1:18:31	春楡	草
1:18:31	i h	見ないまま一緒に考えてるとやっぱおもろい
1:18:31	破狼[harou]	「人狼推理補助ツール」これ便利
1:18:31	こゆ	しぃしぃ
1:18:31	ひつまぶし	叶熟練ｗ
1:18:31	ミナ。	かなかなすご
1:18:31	83ヘチマ	2
1:18:31	_ AmiEs	🧠
1:18:32	t. t	ツールすご
1:18:33	えい	夜整理しないとね
1:18:33	微声インコ	市民一人公開してほしいな
1:18:33	ゆきゆ	しぃしぃうまかったすごい
1:18:34	yu yu	しぃしぃがほんと強かった
1:18:35	猫だいふく	見えたのもそれはそれで面白かった
1:18:36	テラプレネ	誰が誰に投票したかは割と大事だよね
1:18:36	いつの間にかFCLになっていた男	脳みそまじかｗ
1:18:36	どらどら	笹
1:18:36	お犬様	草
1:18:36	ハイスピードベノムゴッドスピードユー	グウェル、開示なしではやらないのか？
1:18:36	やら	次は非公開って最初に言ってなかったっけ
1:18:36	el	かなかな初手で狙われそうだね
1:18:37	s	クロノワ人狼見てみてぇな
1:18:37	x亀	グウェル好きになるわ
1:18:37	あかるる	実際人狼のメモ帳とるの大変
1:18:37	*眠り姫くん	葛葉かわいいな
1:18:38	しょご	グウェルの進行が有能
1:18:38	おすしおすし	クロノワール人狼期待
1:18:39	Noda	非公開みたーい
1:18:39	こうくんこのファン	しいしいうまかったな
1:18:39	なつめ	.txt
1:18:39	梶田纏	ガチメモ帳ｗ
1:18:39	リフォーム	すごい接戦だった
1:18:39	眠眠惰眠	メモ帳で十分だよｗ
1:18:39	モミホッグ中将	草
1:18:39	kuuto	草
1:18:40	nai nappii	かなかな人狼みたいね
1:18:40	ごるご	メモ帳最強！メモ帳最強！
1:18:40	taroh tanaka	推理補助ツール
1:18:40	諸葛亮	ツール使用！？
1:18:40	Wa	しいしいはかわいいなあ
1:18:41	大地	葛葉人狼とか強そう
1:18:42	洗濯テレビ	凄まじい舌戦だった
1:18:42	ゆいにゃん	投票順しっかり覚えとかないとね
1:18:42	mikomikoda	最後のしぃしぃの嘘が熱かった
1:18:43	レオパルト-Leopard-	ツール派とメモ帳派と脳みそ派がいるの草
1:18:43	riacry	.txt
1:18:43	今日知ろう	しぃしぃ頑張ってたなあ
1:18:43	丸侠	グウェルのＧＭがホントにいい
1:18:44	Winder Tundra	草
1:18:44	aoi Fuse	グウェル
1:18:44	なる	すごい
1:18:44	さんび	ワンチャンあったな
1:18:45	セナ	かなかな人狼陣営なって欲しい
1:18:45	タオル	頑張ったよ
1:18:45	サクサクピヨ	これ一斉投票の方がいいよなぁ
1:18:45	かそく	ようがんばった
1:18:45	ヌメヌメヌメリウス	葛葉はメタ読みの鬼だからな、強いぞ
1:18:45	かてーむん	椎名が頑張った
1:18:45	玉の緒	接戦の舌戦
1:18:46	アソコガカユイ	捨てゲーは草
1:18:46	とっとこ冬花	ほんと凄い
1:18:47	しーくん	笹木
1:18:47	剛田かげろー	しぃしぃめっちゃ頑張った
1:18:47	のんあるちゃん	しぃしぃ凄かったなぁ
1:18:47	ありおり	普通
1:18:47	青空猫侍	しぃしぃマジがんばった
1:18:48	れれ	gg
1:18:48	来世は月になりたい	きちゃ！
1:18:48	式一	うまい
1:18:48	虚モ_	非公開か
1:18:48	nagara	笹
1:18:49	マーチ	しぃしぃうまかった
1:18:50	たれぐま,	しぃしぃ普通に強い
1:18:50	けい	ただの感心ｗ
1:18:51	めんとす	霊能とかいうボロ雑巾
1:18:51	まな板	不破葛葉が人狼なったら面白そう
1:18:52	たけちゃん。	葛葉ふわっふわだな
1:18:52	リューケン	しぃしぃがよく頑張った
1:18:52	あんちかおす	次から役職非公開？
1:18:52	フラスコ	霊能進行普通やで
1:18:52	でいめあ	しぃしぃ上手かったな
1:18:52	ryu yan	しぃしぃめちゃんこうまかった
1:18:52	ななくろし	叶さんかわいいな
1:18:52	緑茶	しぃしぃ頑張った
1:18:52	BBB	草
1:18:53	ぽんぷ	葛葉がリア狂すぎる
1:18:53	秋人	ふぇありすｗ
1:18:53	OWL /M	叶くん
1:18:54	金城優	後
1:18:54	おいど。	草
1:18:54	kaniko	しぃしぃホント頑張った
1:18:54	どどDodo	笹
1:18:55	モリーン	椎名の演技がうまかった
1:18:55	ちゃかげ	非公開了解ありがとう
1:18:55	ガルミナ0107	しぃしぃ上手いなぁやっぱり、人を騙し慣れてる
1:18:55	民ノ助	草
1:18:55	めたる王	ほんまやな
1:18:55	ごくごく民	テキストは天才
1:18:55	_杏	草
1:18:56	凪兎	霊能進行珍しくないと思うが
1:18:56	nokia	アンジュを噛んだのはたまたまやったんやなあ
1:18:56	ゆいたぴ	草
1:18:56	Cedar_シダー	頑張ってた
1:18:56	Bravo Super	草
1:18:56	KRAKEN	草
1:18:56	野菜ユリ	草
1:18:56	わ。	え、珍しいの?
1:18:57	アマグモ	草
1:18:57	宮本かなで	かなかなが人狼になったら怖いな
1:18:57	スマイル	次は非公開かぁ
1:18:57	ぜろぱか	草
1:18:58	あざらしここ	草
1:18:59	sora	頑張ったわ
1:18:59	めぽ。	草
1:18:59	母上	草
1:19:00	みにあ	草
1:19:01	翔	フェアリス珍しく大プレミ
1:19:01	透明_	叶とふわくんの人狼見たい
1:19:01	\り/	草
1:19:01	OPT	いや霊能進行安定だと思うけど
1:19:01	ねこんねこの	草
1:19:02	marin	草
1:19:02	秋桜こすも	白確霊能がデカかった
1:19:02	a iu	ふぇありす戦犯！
1:19:02	Sia	草
1:19:02	かめ	ふぇったん危なかった
1:19:02	そりそり	草
1:19:02	さざなみ	草
1:19:02	うどん丼	草
1:19:02	びぃ	草
1:19:03	ユーヒ	草
1:19:03	Jelena Jesti Zec .W	マジでおもろい
1:19:03	カイ	役職非公開でたのむー
1:19:03	シンプルにヤマトゥー	人狼が狙われてないのに合わせるから
1:19:03	ぴょんたろ	草
1:19:03	あんどりゅー	草
1:19:04	ゆい	草
1:19:04	砂糖氷砂糖	草
1:19:05	Zeny	草
1:19:05	たべっちかにっち	確かにビクビクだったろうなぁ
1:19:05	えーこ	草
1:19:05	マイ	草
1:19:05	バグ2	狂人や
1:19:05	ぶー太郎	霊軸進行
1:19:05	タロット	しぃしぃの村人ムーブうまかったな
1:19:06	きねこ	草
1:19:06	ミネソタ郎	草
1:19:06	niwakon .F	草
1:19:07	しっけ	草
1:19:07	ボウカー	草
1:19:07	羅燃好[らもす]	草
1:19:07	すし	グウェルの司会の安定感よ
1:19:07	はむみ	草
