-1:58	Robert Peary	Tik.....Tok is time~
48:14	テルユウ	だっさ
48:15	バーガー丸山	ダサすぎぃ！
48:15	春佳	†よしみ†
48:15	っ。･ω･	厨二で草
48:15	ぱわぷろ	§よしみ§
48:15	ソーセン	✌よしみ✌
48:15	しばれる	†よしみ†
48:16	青いザリガニ	草
48:16	鼻セレブ	†
48:16	うさみ。	草
48:17	kaiei[かいえい]	深夜テンションｗｗ
48:18	思考囲い	φ
48:19	コウカ	ダサすぎんだろ
48:19	時をかけるピノ	🥺
48:21	?!	∂
48:21	ぐだのすけ	草
48:22	りぃ	.i.
48:23	ディード	†よしみ†
48:23	ごりごりのゴリラ	☆よしみ☆
48:23	コメで笑ったら登録しておくれ	ダガーとか十字架とか
48:24	かわ3	かわいい
48:25	Sekitoセキト	♡よしみ♡
48:25	burton	セクション
48:25	エメラルド板	深夜のテンションで朝我に返るやつ
48:26	紅茶牛乳	†よしみ屋†
48:26	ニコフ	✝夜椎見✝
48:26	川原太一	§(セクション)
48:27	まーち!	かわいい
48:27	ありんコ	スナックよしみ
48:27	りんご	もうめちゃくちゃで草
48:28	吉ガイ	卍か★
48:28	サワリハス	深夜テンションの罠
48:29	てよん	YSM_SIINA
48:30	kiro	✟よしみ✟
48:30	のりぴんち	✻よしみ✻
48:31	こるく	イキリちらしてけ
48:31	内鼠	よ☆し☆み
48:31	あひこ。	だっさいw
48:32	ルドルフ	明日の朝後悔するぞ
48:33	テラアル	🥺
48:34	きじとらねこ	💀夜死見💀
48:34	エマノン	どうやって打つんだ？
48:35	的的	【】
48:35	ミスタップ	ϖ
48:37	sweet To	ドイツ語
48:37	kamitama	
48:38	ゆうた	†
48:40	ddd ss	ピエン
48:41	ねこさん1号	よしみ ∩•ω•∩
48:41	たべっちかにっち	草
48:43	てぃれもん	草
48:43	てんぷら	エントリーってなにかにでるの？
48:43	ガリレオ	草
48:44	ちなまる	草
48:45	アキパン	草
48:45	つけ麺つけ麺僕つけ麺	草
48:45	鈴木山田	卍ぴえん卍
48:46	よっしぃ	なんの大会ですか
48:46	黛ヒロユキ	大会終わったら二度とコラボしなさそう
48:48	ソーセン	草
48:48	yasu fuji	厨二でええやんｗ
48:49	hanamura yousuke	マジシャンよしみ
48:50	がらなちゃん	草
48:50	鶴部織羽	草
48:50	かわ3	卍ださくね？
48:50	Iceman	草
48:51	求-矢澤	よしみミ
48:51	かずき	草
48:51	初見詐欺の人	Δ
48:51	ふぉるす	深夜テンションだからなぁｗ
48:52	黎明卿新しきボンドルド	後で後悔するやつw
48:52	kbf kbf	卍夜死美卍から逃げるな
48:52	Metallic	草
48:53	木目	だろうなｗ
48:53	稲森ミモミ	冷静になってて草
48:54	Rei_ S2	草
48:54	DuncAn coc	＄よしみ＄
48:54	zanny	
48:54	テルユウ	♛よしみ♛
48:55	ディード	🥺よしみ🥺
48:55	タスク	冷静になってはいけない
48:56	ぐだのすけ	一回冷静になるとめちゃ恥ずかしくなるやつ
48:56	うにあ	深夜テンションのせいやぞｗ
48:56	思考囲い	深夜テンションの産物
48:57	たまはす	草よしみ草
48:58	リューケン	深夜テンションやん
48:58	ちゃぽた	まじか
48:59	イド	​🥺よしみ🥺
48:59	黒耀 【Kokuyo】	ωよしみω
49:00	夏蜜柑	☆よしみ☆
49:00	紅茶牛乳	やっちまった…
49:02	まーち!	草
49:02	めんとす	決まっちまった
49:02	ソーセン	深夜テンションで決めてしまったものほど恐ろしいものはない
49:03	ukurai	もう戻れない
49:03	かわ3	夜露死苦！
49:03	マイコ	ωよしみω
49:04	ねこ	よしみ
49:05	WRyou_Italy	決めたあと後悔するやつ
49:06	kbf kbf	夜露死苦！！
49:06	鼻セレブ	草
49:06	っ。･ω･	ほんとにこれで行くの
49:07	うにあ	卍よしみ卍
49:07	空腹のまろん	✽
49:07	きじとらねこ	🍚吉見屋
49:07	ロノハ	てかよしみって誰？
49:07	シケポン	卍よしみ卍
49:07	エメラルド板	不退転の卍よしみ卍
49:08	しばれる	卍よしみ卍しか勝たん
49:08	MINA METAL	夜椎魅株式会社
49:09	テラアル	あーあ
49:09	ryu yan	結成だ！
49:09	えすこんじ	卍よしみ卍
49:09	とおのマン	明日後悔するやつやん
49:09	ねこさん1号	草
49:10	放浪者	よしみ
49:10	まっちゃん	∞
49:10	ヘィヴンダックス	ノリ
49:11	ミスタップ	勢い
49:11	migi	草
49:12	まっしゅぽてと	タグは？
49:13	てぃれもん	草
49:14	弱々ザウルス	よしみ@チャリで来た
49:14	can-toku CANトク	決まっちまった
49:15	kiro	草
49:17	ラクタムβ	草
49:17	チョコ.	よしよし
49:17	悪運のたっちょん	卍よしみ卍
49:17	おにくnick	草
49:18	くたびれた村人H・T	決まっちゃったw
49:18	うどん丼	草
49:18	うにあ	だっさｗｗ
49:18	ぐだのすけ	草
49:19	?!	草
49:20	アキパン	草
49:20	ソーセン	草
49:20	たべっちかにっち	草
49:21	RyuDe	草
49:21	つけ麺つけ麺僕つけ麺	草
49:23	hanamura yousuke	吉野家でバイトする 卍よしみ卍 いいですね
49:23	kbf kbf	牛丼の椎名
49:23	I I	黒歴史やぁ
49:23	かそく	草
49:24	FL MT	よしよしよしみ
49:24	ddd ss	チーズ牛丼よろ
49:25	ルドルフ	卍かぶるかもよ？
49:25	yasu fuji	夜露死苦！！
49:27	かおう_____ta	草
49:27	焼きナス	チー牛の椎名
49:28	Virra	ファンアートきちゃうな
49:28	モモぴ	寝て起きたら後悔するやつ
49:29	うにあ	ありそうｗｗ
49:30	こまち	草
49:30	るーがるー	草
49:30	ウニノレム	ﾖｼﾐｰ(卍･ω･)卍
49:30	青いザリガニ	草
49:31	ガリレオ	草
49:32	紅茶牛乳	よしみ屋 🍚
49:32	鳥取太郎	牛丼だとひまちゃんと勘違いするから・・・
49:33	がらなちゃん	草
49:33	michi _	よしみが顔に見えてきたw
49:33	黒耀 【Kokuyo】	草
49:34	けんばく	草
49:34	てぃれもん	ふりが凄い
49:34	UMA	卍よしみ卍最強！！！
49:34	博多の塩	松屋吉野家すき家よしみ家
49:35	Sekitoセキト	稀勢の里！？！？
49:35	クレシアン	牛丼が似合うジブ
49:35	ぺス	最協決定戦？
49:36	D 12	kusa 10 minutes
49:36	カービィ	草
49:37	バンドエイド	顔も体もでかい
49:38	Rei_ S2	おジブ
49:38	内鼠	万が一Twitterトレンドとかに乗ったらめっちゃ恥ずかしいw
49:40	mikan oisii	せめてちゃんぽんでしょｗ
49:41	ぐだのすけ	しぃラルタルwith牛丼
49:41	Yuuki	おジブやんｗ
49:42	R M	ジブれな
49:42	ふみぽん	†よしみ†
49:44	take noko	リアルおもちぃな
49:45	抹茶	よしみのFAくるか
49:45	sayyoh	ジブ活してもろて
49:46	yan yan	よしみ屋つゆだく
49:47	ヘィヴンダックス	三色チーズ乗ってそう
49:48	can-toku CANトク	ブラザー・・・・
49:48	むせ	#
49:50	まっちゃん	しぃしぃだけ特盛
49:50	kbf kbf	最近おジブだからな…
49:51	鈴木山田	太れば顔の大きさも目立たなくなる
49:51	ニコフ	卍チー牛卍
49:51	黛ヒロユキ	ジブる
49:53	なしな	ジブしぃな
49:53	ミツキ	ヤンキー座りで牛丼食ってるジブ
49:58	竹さん	Xx_よしみ_xX
49:58	yasu fuji	卍おじぶ卍
49:58	hanamura yousuke	スマート？
49:59	たまはす	ドームシールド狭そう
50:00	かわ3	ちょうどいい時間
50:00	豚男	卍よしみ卍　結成記念	￥1,000
50:09	悪運のたっちょん	ハッシュタグ…もそれになるんかなぁ…()
50:22	吉ガイ	チーム紹介する人の気持ちにもなって
50:25	かおう_____ta	イキってんなｗ
50:25	うにあ	でたよｗｗ
50:28	がらなちゃん	キングダムでた
50:28	mikan oisii	出たハンドスピナー
50:28	鼻セレブ	かっけぇ！
50:28	kiro	次同じ事あったら激戦区に降りて即死したほうがいいな
50:32	ふぉるす	でたー！
50:33	かそく	出たｗｗ
50:34	えすこんじ	出たわね
50:35	黒耀 【Kokuyo】	武将っぽい
50:36	まあライオン	やつ！
50:37	can-toku CANトク	最新のやーつ
50:37	ワタル	最新の...ヤツ１
50:37	ukurai	なんか強そう
50:38	なぎのこ	キングダムだ
50:38	Virra	やーつ
50:39	ディード	課金したやつ
50:39	ニコフ	トレンド
50:40	鳥取太郎	センスが80年代のデコトラ
50:40	アキパン	かっけえ
50:40	黒七星	弁当いっぱい付いてる
50:40	リョコウバト	草
50:40	鶴部織羽	目立つやつ
50:41	ぐだのすけ	草
50:41	iroha ao	草
50:41	hoo hedge	草
50:42	Yuuki	キングダムのやつ
50:42	ガリレオ	草
50:42	テルユウ	草
50:42	がらなちゃん	草
50:42	zanny	草
50:43	なしな	流行のファッション
50:43	WRyou_Italy	目立つわー
50:43	ふりっつ	草
50:43	HB 252	青いエビ
50:43	うにあ	目立つんだよなあｗ
50:44	ターニングポイント	草
50:44	ヘィヴンダックス	キングダム定期
50:44	hanamura yousuke	白と青基調のパーティいいね
50:44	クレシアン	草
50:44	かずき	草
50:44	UMA	草
50:44	脱走したゴリラ	草
50:45	ひがしのそら	草
50:46	黎明卿新しきボンドルド	草
50:46	kbf kbf	改造した単車っぽい
50:47	うりす	草
50:47	黛ヒロユキ	ゲマズからは大酷評
50:47	チチ&カカ	確かに目立つな
50:49	ちなまる	草
50:49	たべっちかにっち	草
50:51	RyuDe	目立つからw
50:51	シケポン	草
50:54	千年孤独のグリーンペペ	kuro
50:55	おにくnick	草
50:55	るたろー	草
50:56	かわ3	フラミンゴが最強
50:57	エメラルド板	フラミンゴみせていこ
50:58	アンメルツ	フラミンゴ
51:00	kiro	草
51:00	桃園あい	笹木りりむに言われたやつ
51:03	ヘィヴンダックス	フラミンゴ作戦通用しなかったもんなぁ
51:03	なぎのこ	私はフラミンゴ
51:03	ちなまる	室内の黒は見にくい
51:04	おいしいココア	フラミンゴ
51:04	エンジュ	目立って最初に死にそう
51:07	クレシアン	意外とゲーミングが目立たない気がする
51:07	ともくん	草
51:07	I I	やばヤンキーやん
51:09	おにくnick	金キラ
51:09	iroha ao	緑が見えにくい
51:10	ぐだのすけ	草
51:11	sayyoh	茶色
51:11	Rei_ S2	フラミンゴでしょ
51:14	たべっちかにっち	迷彩おすすめｗ
51:16	DuncAn coc	ジブってハカやりそうよな
51:16	脱走したゴリラ	早速ディスられてて草
51:16	ソーセン	マガツみたい
51:16	hanamura yousuke	キングダム感ある
51:17	まーち!	しぃさぁ？
51:18	/lilum siro	実は灰色が見落としやすい色ではある
51:18	ながさ	人面カメムシかな？
51:18	発草	しぃさー！？
51:22	なしな	このジブちょっと痩せてるよな
51:25	えすこんじ	吉野家の提供でお送りします
51:26	ソーセン	草
51:28	つけ麺つけ麺僕つけ麺	草
51:28	jackiejack	プロゲーマーじゃん
51:29	うにあ	ｗｗ
51:29	ノネム	膝にも口ある
51:30	アキパン	ずるいずるい！
51:30	やしのき	しぃさー！？
51:31	ddd ss	案件来たな
51:33	kiro	プロかな
51:34	黎明卿新しきボンドルド	タイバニっぽい
51:35	ヘィヴンダックス	プロだったのか
51:36	ガリレオ	ずるいずるい！
51:37	めんとす	プロゲーマーかぁ
51:37	サワリハス	タイバニみたいだな
51:39	まつまえ	デフォルトスキンでビーコンの上に立つとバレないよ
51:39	トライド	パスさんかっこいいなぁ
51:43	伊豆半島	普通(つよい)
51:45	みかん。	夜見だけ案件だったか
51:47	ほくりん	案件？
51:48	ソーセン	草
51:49	83ヘチマ	タイバニかな？
51:50	紅茶牛乳	押し付け合いｗ
51:58	たべっちかにっち	たまごさん！？
52:03	ddd ss	パリピか
52:07	ちなまる	おお
52:10	空腹のまろん	軌道的に普通
52:14	しばれる	ミラゲ
52:15	ソーセン	やばそうな色の人もいないっぽい？
52:15	おにくnick	はい勝ち
52:20	まっちゃん	ランドマーク決まったな
52:21	けんばく	夜見ってよみのことなんて呼んでる？
52:24	ヘィヴンダックス	みんな陰キャ説
52:33	83ヘチマ	ミヤージュボヤージュ
52:34	kiro	ここ大人気なのにラッキーだ
52:35	がらなちゃん	Lスターの夜見
52:39	かわ3	Fooo!
52:39	WRyou_Italy	まふてぃす
52:39	かおう_____ta	卍よしみ卍参上！！！！！
52:39	黎明卿新しきボンドルド	マスティフきた
52:40	はんぺん	いえええええええい！！！！！
52:41	青亀	マスティフ神
52:44	ふくざわゆきち	Foooooooo!
52:45	鼻セレブ	イェェェェェェイ
52:52	ヘィヴンダックス	うるせぇぇぇぇぇぇ！
52:53	korin korin	しぃしぃ！？
52:54	kbf kbf	うえぇえええ
52:55	青亀	うるせえ！
52:55	iroha ao	wowowowowowow
53:03	ながさ	どやさ
53:10	can-toku CANトク	ピアサーに吸われる金
53:31	83ヘチマ	最強武器そろったな
53:32	うにあ	Ｌスターに愛されてるな
53:48	kiro	反動がなぁ
53:58	おにくnick	たしかに
53:59	ヘィヴンダックス	だんだん武器のこだわり強くなってくよね
54:28	洗濯屋ケンちゃん	エネアモ武器はもう要らんなあ
54:34	jackiejack	ちょっと強くすると上位層で頭おかしくなっちゃうからやりづらいハボックくん
54:39	黎明卿新しきボンドルド	いい感じやな
54:40	ねこ	エネアモ死体から落ちないのキツい
54:42	たべっちかにっち	遅いｗ
54:42	Metallic	草
54:43	ぐだのすけ	草
54:43	うにあ	ｗｗ
54:43	青亀	足遅くね？
54:45	リョコウバト	草
54:46	紅茶牛乳	おジブだからなあ
54:46	kiro	草
54:47	kbf kbf	椎名ちゃん？？？
54:47	かそく	草
54:48	がらなちゃん	草
54:49	めんとす	飛んでない
54:49	アキパン	草
54:50	ぐだのすけ	保護者大困惑
54:50	えすこんじ	椎名ちゃん！？
54:50	mikan oisii	草
54:51	まあライオン	しーなちゃん！？
54:51	ガリレオ	しいなちゃん！？
54:53	鶴部織羽	草
54:53	ぎるがめっしゅ	草
54:58	RyuDe	椎名ちゃん！？
55:00	テルユウ	ﾀｶｸﾄﾌﾞｶﾗﾐﾂｹﾃｨｰ
55:02	リジン	まったくしぃなちゃんはw
55:02	kbf kbf	おせぇぞたしまきぃ！！
55:09	シケポン	椎名ちゃん！？
55:10	なしな	豪運の椎名
55:16	視聴者A	どなたか何の大会か分かる方いらっしゃいますか？
55:21	Sekitoセキト	シイナユイカチャン！？
55:27	Cj	しぃしぃいつも保管庫出遅れてんな
55:30	B. D.	金なしかぁ
55:38	樋口やすべえ	頑張れ椎名ちゃん
55:39	WRyou_Italy	よゆみ...
55:39	どっすん。	Vtuber
55:40	亀山	渋谷ハルくん主催の最協決定戦
55:42	ddd ss	ここ漁夫られる
55:44	まっしゅぽてと	渋谷ハル主催の大会やね
55:47	SYAGU	大会については渋谷ハルさんのチャンネルに行くとわかりやすいと思う
55:49	チチ&カカ	やれるか！？
55:54	うにあ	むらさきあったな
55:56	クレシアン	紫アーマー流れてったな
55:56	どどDodo	紫ｗ
55:57	83ヘチマ	紫アーマーが
55:58	春佳	いま紫アーマーなかった？
55:58	千年孤独のグリーンペペ	紫アーマーが走ってて草
55:58	ターニングポイント	紫アーマー流れて行って草
55:59	みそ吉	今の電車紫アーマー引きずってた
56:00	けんばく	紫アーマーｗ
56:00	mikan oisii	アーマーがｗ
56:01	タスク	電車に紫アーマーのってたな
56:02	視聴者A	ありがとうございます
56:02	ぱわぷろ	紫アーマー流れていった
56:03	夏しぼり2018	紫アーマー草
56:03	nibosi	一般通過紫アーマー
56:04	シャムねこ	紫アーマーくっついてて草
56:04	kakashi kojima	今紫アーマーがスーッと通ってた…
56:05	LEO	今列車の後ろにむらさきのってたなｗ
56:05	まつつ	紫アーマー流れたw
56:06	ぐだのすけ	一般通過紫アーマー
56:07	ながさ	アーマー流れてった
56:07	星野空	今列車に紫アーマーが…
56:07	3gのお米	紫アーマー流れて行ってて草
56:08	ニコフ	なんか列車に紫くっついとったな
56:09	sayyoh	今紫が
56:11	ヘィヴンダックス	いいねぇ！
56:11	のりおくん	紫アーマー牽引されてるの
56:16	botya ka	尻尾が紫だった
56:17	ddd ss	列車の後ろの紫アーマー笑う
56:19	やまべー	流し紫アーマーは夏の風物詩
56:19	ここに名前を入力	紫アーマーお寿司みたいに流れていったｗ
56:34	てんぷら	フィニッシャーでもよかったかも
56:35	天狗野郎	パス夜見全然いけるやんけ！
56:41	ドロップ	しぃしぃなんかした？
56:43	トム	草
56:45	WRyou_Italy	草
56:46	マルタナカ	にぎやかやな
56:46	Yuuki	いけえええええ！
56:47	青亀	うるせえｗ
56:48	かおう_____ta	草
56:48	ラクタムβ	草
56:49	かわ3	草
56:50	kiro	草
56:50	can-toku CANトク	GOGOGO
56:50	うにあ	おちたあああｗ
56:50	ぐだのすけ	草
56:51	めんとす	ゴーゴーゴーゴー！
56:51	ふぉるす	草
56:51	まーち!	草
56:51	紅茶牛乳	殺意たけえｗ
56:52	インクおひたし	声だけやんｗ
56:52	ソーセン	草
56:52	鼻セレブ	草
56:52	kbf kbf	草
56:52	がらなちゃん	勢い草
56:53	近所のおっ	草
56:53	Iceman	草
56:53	黒耀 【Kokuyo】	あっ
56:53	あひこ。	草
56:54	Yuuki	落ちたｗ
56:54	青いザリガニ	草
56:55	斜め下	しぃしぃ落ちがち
56:55	ヘィヴンダックス	落ちたー！！！
56:55	ぎるがめっしゅ	草
56:55	ガリレオ	おちたあああ
56:56	たべっちかにっち	草
56:57	けんさと	草
56:57	焼きナス	どこいくねーん！
56:57	黎明卿新しきボンドルド	殺意が高いw
56:58	うにあ	ないすう！
56:59	アキパン	ないすう
56:59	かおう_____ta	ナイスゥ！
56:59	リジン	しぃしぃっ～
56:59	Cj	しぃしぃ賑やかしか？
56:59	Metallic	
56:59	がらなちゃん	ナイスゥ
57:00	kbf kbf	ナイスゥ！
57:00	サワリハス	ナイスゥ！
57:00	テルユウ	ナイスゥ！
57:00	カービィ	ナイスゥ！
57:01	シャムねこ	ナイスゥ！
57:01	あえら	草
57:01	CCD	草
57:02	ふぉるす	ないすぅ
57:03	ネムイ	ナイスゥ！
57:03	ぐだのすけ	！？
57:04	UMA	ハイテンションAPEX
57:05	ぜろぱか	貯め込んだテンションが爆発しとるｗ
57:05	migi	勢い好き
57:07	B. D.	最後っ屁か？
57:08	シケポン	ナイスゥ
57:09	リッキー下村	最後っ屁かな
57:10	きい	お土産グレネード
57:10	うにあ	ｗｗ
57:10	青亀	いまのやつが投げたグレ
57:10	木目	置き土産だな
57:10	かそく	ナイスゥ！
57:11	なしな	お土産グレ草
57:11	バンドエイド	最後っ屁？
57:11	ようつーべ	置き土産
57:11	アキパン	てき
57:11	ぎるがめっしゅ	ないすぅ！
57:12	悪運のたっちょん	うわ！お土産グレネード！？
57:12	チチ&カカ	置き土産か
57:13	ギラ	敵
57:13	PMXユキムラ	置き土産かw
57:14	鶴部織羽	ナイスゥ
57:14	Yuuki	ナイスゥ！
57:15	ステーキさん	てき
57:16	エマノン	最後っぺ？
57:16	まつまえ	置き土産
57:16	桃purée	てき。
57:17	8パック腹直筋	寝るね！おやすみ。頑張って～！
57:19	春佳	ワチャワチャしてて草
57:20	エメラルド板	これは卍よしみ卍
57:20	mikan oisii	ナイスゥ
57:20	WRyou_Italy	騒がしいチームで草生える
57:21	kiro	草
57:23	星野空	回復してからステな？
57:23	紅茶牛乳	置き土産
57:24	まっちゃん	卍よしみ卍最強！
57:24	ミカグラ	そうだね、敵だね
57:26	うにあ	置き土産こわいわ
57:28	えすこんじ	ﾌ~ｩ
57:35	kakashi kojima	のんびり椎名さん
57:42	バンドエイド	族みたいなチームだ
57:52	Tasha	light ammo
57:56	悪運のたっちょん	ナイスゥ
58:00	紅茶牛乳	アイテム全部取ったら消えるんだっけ
58:03	hanamura yousuke	早く漁って逃げよう
58:04	ヘィヴンダックス	ダブル保管庫
58:06	WRyou_Italy	強欲すぎて草
58:12	かそく	草
58:29	星野空	それは自分が捨てた奴や
58:38	ぐだのすけ	えらい！天才！
58:45	バビロンブー	2
58:53	みかん。	えらい！
59:06	なしな	思わず見入るわ
59:15	まっちゃん	ヒーローは遅れてやってくるものだから
59:19	蓮華	がんばれー！
59:35	ddd ss	ジブは後ろに居るぐらいが
1:00:18	ヘィヴンダックス	わっちゃわちゃ
1:00:24	ようつーべ	自爆ｗ
1:00:26	ナカリュウ	自爆
1:00:27	ふりっつ	自殺草
1:00:27	黎明卿新しきボンドルド	ビビるわ
1:00:27	ta k	自らとどめを
1:00:27	めんとす	空爆自殺
1:00:27	かそく	うわぁ
1:00:28	Cj	自滅してて草
1:00:29	唐揚げ定食	どんまい
1:00:29	エンジュ	あっ
1:00:30	kamitama	自分のＵＬＴで死んだｗ
1:00:31	83ヘチマ	（
1:00:33	近所のおっ	今自爆した…？
1:00:33	hanamura yousuke	接敵されてからのウルトはやめたほうが良い
1:00:33	take noko	しぃしぃ！？
1:00:34	nibosi	椎名さん！？
1:00:34	木目	普通に撃ち合いしてよかったんじゃね？
1:00:38	spring hil	自爆は
1:00:47	春佳	まあビーコンあるし・・
1:00:52	PMXユキムラ	任務完了…
1:00:58	うにあ	うわあ
1:00:59	紅茶牛乳	ちょうど屋上にリスポあるっけ
1:01:00	ソーセン	うわ
1:01:03	まつまえ	つっよ
1:01:03	まーち!	やば
1:01:04	kiro	当て感やば
1:01:04	たべっちかにっち	待たれてたかぁ
1:01:05	てんぷら	これは
1:01:05	がらなちゃん	わー
1:01:05	アキパン	うわー
1:01:06	天狗野郎	溶け方やっば
1:01:06	唐揚げ定食	うまｗｗ
1:01:07	Yuuki	やっば
1:01:08	めんとす	今ので殺し切るのやっば
1:01:09	ノネム	別だねぇ
1:01:11	千年孤独のグリーンペペ	精度ヤバイ
1:01:11	エマノン	レベル高いなあ
1:01:11	っ。･ω･	すげ
1:01:12	ddd ss	？？溶けるの早ない？
1:01:13	ともくん	わー
1:01:24	うにあ	怖すぎんだろ
1:01:26	Yuuki	ナイスゥ！
1:01:27	鼻セレブ	レベルが高すぎる
1:01:29	ぐだのすけ	ナイスゥ
1:01:30	: Nr	すご
1:01:31	アキパン	さすぱす
1:01:38	天狗野郎	あわよくば起こしたい
1:01:43	紅茶牛乳	終わったなあ
1:01:48	Sekitoセキト	オクタンだったら死んでた
1:01:55	83ヘチマ	ボヤージュしちゃったか
1:01:59	さとうさとう	装備よかったから惜しかったね
1:02:02	ddd ss	モバイルビーコンね
1:02:04	美神運狩	置きエイムに突っ込むと溶けるな～
1:02:08	青亀	そういや見なくなったな
1:02:09	kiro	そういや急に見なくなったな
1:02:13	ゆきと	モバイルビーコンは全く見なくなったね
1:02:16	紅茶牛乳	イベント期間だけか
1:02:19	YBM	確かにビーコン見ねえ
1:02:34	トライド	こわいねぇ
1:02:38	junten	たまーに出るけど結局持たない
1:02:50	Takuya S	ビーコン期間短すぎる
1:02:53	アガペー	一時期結構出てたのにな
1:02:56	空腹のまろん	使用後しか見たことない
1:03:16	ゆきと	全モード実装ってなった直後は嫌になるぐらいいっぱい見たけどいま全く見ない
1:03:23	ddd ss	ガスかかってる
1:03:56	ヘィヴンダックス	わお
1:04:04	Yuuki	ひぇ！
1:04:06	うにあ	ｗｗ
1:04:06	あひこ。	擦り付けだ！
1:04:06	紅茶牛乳	草
1:04:07	ソーセン	草
1:04:09	うにあ	こわいわ
1:04:10	ジーク	こえー
1:04:11	ぐだのすけ	草
1:04:13	かそく	草
1:04:14	ヘィヴンダックス	ぎゃー！！
1:04:14	きじとらねこ	だめだー
1:04:14	サワリハス	やだもー
1:04:15	mikan oisii	草
1:04:17	うにあ	やめろおお
1:04:17	マルタナカ	やめてよーひどいよこんなのー
1:04:17	ガリレオ	草
1:04:18	かわ3	；；
1:04:19	てんぷら	他フルパだし
1:04:19	ネムイ	草
1:04:19	WRyou_Italy	草
1:04:19	鼻セレブ	草
1:04:20	えすこんじ	いてえ
1:04:20	しばれる	きゃーきゃー
1:04:21	Яosetta	草
1:04:21	ニコフ	tun
1:04:23	-銘-あき-A ki	ひどいことしないで；；
1:04:25	ddd ss	めっちゃ狙われてて草
1:04:29	かおう_____ta	きびしいなー
1:04:36	ギラ	夜見～～
1:04:36	kiro	5位まで行けば大健闘じゃ
1:04:40	うにあ	そうよｗｗ
1:04:42	kbf kbf	夜見！夜見！夜見！夜見！
1:04:42	ふぉるす	そうよ！
1:04:44	まっしゅぽてと	夜見キャラコンええな
1:04:50	木目	芋芋してりゃわりといけそう
1:04:50	めんとす	グラップル上手くない？
1:04:51	トライド	ふぁいとよるみ
1:04:54	エマノン	いぢめ良くない;;
1:04:55	ミドレー	今の会話の流れ草
1:04:57	yan yan	1キルやん
1:05:29	ソーセン	こわ
1:05:29	きじとらねこ	いるけど、逆に生贄にしてもろて
1:05:30	ddd ss	いっそ、安地外でも
1:05:31	紅茶牛乳	ひええ
1:05:32	ぐだのすけ	こわいｗ
1:05:32	Yuuki	こえぇ
1:05:33	WRyou_Italy	こえええ
1:05:33	ふぉるす	こわ～
1:05:41	まーち!	えらい！
1:05:41	kiro	陰キャムーヴしよ
1:05:43	焼きナス	
1:05:43	えすこんじ	
1:05:43	シャムねこ	
1:05:48	あひこ。	起こしたところでキルポだからなぁ
1:05:49	Ku ro	
1:05:50	空腹のまろん	デコイの気分なら
1:05:51	がる	
1:05:52	めんとす	キルポウーバーになりそう
1:05:52	サワリハス	皆...頑張ってるな...!
1:05:54	亀山	起こすのきつそ〜
1:05:55	うどんこねっと	
1:05:55	ベルト	ここは小柄なパスファ君の見せ所
1:05:56	みそ吉	椎名さんは簡単には起きないよ
1:05:56	うにあ	起こしてあげたい夜見さん
1:05:57	ミドレー	夜見水色だから氷でカムフラージュできぞう
1:06:01	ヘィヴンダックス	3
1:06:02	kazu sakamo	その青いスキンを生かすんだ
1:06:02	ソーセン	草
1:06:16	黒うさぎちゃん	パス水色だからワンチャン氷と同化
1:06:38	きじとらねこ	吉見屋さん！宅配おねがいします！！
1:06:40	kiro	この狭さだといずれにせよ来るからなぁ
1:06:40	sayyoh	よってくるぞどうせ
1:06:40	騎士タマネギ	ジメジメしてる
1:06:40	えすこんじ	草
1:06:41	ソーセン	草
1:06:42	うにあ	ここなんだｗｗ
1:06:43	カービィ	草
1:06:45	kbf kbf	思い出の地
1:06:45	natsu	夜見れなさん今日も可愛いですね。	￥1,220
1:06:46	焼きナス	実家だ
1:06:47	リッキー下村	約束の地
1:06:48	キマリは通さない	実家
1:06:48	千年孤独のグリーンペペ	思い出の地へ
1:06:49	たべっちかにっち	草
1:06:50	mikan oisii	実家の下
1:06:50	てんぷら	地味に見えるｗ
1:06:51	のりおくん	サンクチュアリ！
1:06:51	15	草
1:06:51	ハロ丸	草
1:06:51	豚男	実家のような安心感
1:06:52	うりす	実家
1:06:52	紅茶牛乳	懐かしの陰ポジ
1:06:52	シケポン	草
1:06:53	ddd ss	安地外で起こして、ジップで安地に行くのも手
1:06:53	GOLD. RICH	実家のような。。。。。
1:06:54	WRyou_Italy	落ち着くわ〜
1:06:55	ロ一ツェ	故郷草
1:06:55	猫うさぎ	故郷
1:06:56	めんとす	軒下借ります
1:06:56	ヘィヴンダックス	実家のような安心感
1:06:56	亀山	芋ぺックス
1:06:56	ソーセン	よしみの原点
1:06:57	Yuuki	ふるさと
1:07:00	mkaoyku	あったけぇ～
1:07:00	しばれる	陰ポジで落ち着いちゃった
1:07:00	悪運のたっちょん	モバイルリスポーンビーコンについて、情報サイト調べてきたら、プリセット2(ランクマッチでワールドエッジに移行した時)にて、削除されたそうです
1:07:00	鶴部織羽	実家のような安心感
1:07:00	ベルト	これはキャンプ地
1:07:01	kiri	落ち着く～
1:07:02	カービィ	ここはおまえのばしょだ
1:07:06	ソーセン	草
1:07:06	Metallic	草
1:07:07	うにあ	あああ
1:07:07	みなみ	草
1:07:07	ようつーべ	草
1:07:08	春佳	草
1:07:08	ぐだのすけ	gg
1:07:08	ネムイ	草
1:07:08	カービィ	gg
1:07:08	kbf kbf	草
